review_id,hotel_id,hotel_name,city,star_rating,overall_rating,total_reviews,price_per_night_inr,room_size_sqft,number_of_rooms,number_of_floors,year_established,family_friendly,pet_friendly,business_facilities,pool_available,spa_available,primary_crowd_type,cleanliness_score,service_score,food_quality_score,location_score,amenities,nearby_attraction,distance_to_attraction_km,reviewer_name,review_rating,review_date,review_text
REV0045,HTL011,The Riverside Chennai,Chennai,3,3.1,2866,1681,309,418,29,1999,Yes,No,Yes,Yes,Yes,Mixed,3.3,3.9,3.8,4.1,Room Service|Kids Club|Free Parking|Concierge|Pet Friendly|Conference Rooms,Botanical Garden,4.6,Manish Tiwari,3.7,2024-04-09,A one of a kind stay in a heritage hotel. The property blends historic architecture with modern comfort seamlessly. The rooftop has a restaurant that looks directly over the old city walls and a shimmering lake. Evening table reserved by the terrace railing with a candle and local folk music playing — absolutely magical. The pool in the inner courtyard maintains a traditional haveli aesthetic. Food was phenomenal — the dal baati churma was the best I have ever had.
REV0046,HTL011,The Riverside Chennai,Chennai,3,3.1,2866,1681,309,418,29,1999,Yes,No,Yes,Yes,Yes,Mixed,3.3,3.9,3.8,4.1,Room Service|Kids Club|Free Parking|Concierge|Pet Friendly|Conference Rooms,Botanical Garden,4.6,Karan Malhotra,2.7,2024-05-08,"Ideal hotel for business travel. Fast internet throughout the property including in all meeting rooms. The executive floor rooms have a dedicated work desk, ergonomic chair, and extra power outlets. The restaurant stays open late which is helpful after evening client dinners. Conference room setup was professional and the AV team was very responsive. Location is central to the business district. The pool and gym helped me maintain my routine during the work week."
REV0047,HTL012,Golden Sands Resort,Bangalore,5,3.0,667,9077,592,375,11,1998,Yes,No,No,No,No,Seniors,3.1,4.7,3.5,4.5,Swimming Pool|Laundry|Room Service|Free Parking|Conference Rooms|Kids Club|Bicycle Rental|Rooftop Lounge|Gym,Golf Course,8.6,Kavya Iyer,3.2,2024-08-01,"No frills but everything you need. Clean rooms, functional pool, a simple restaurant with decent food. Staff was helpful with directions and local tips. Met a lot of solo travelers and backpackers here which made for a social atmosphere. The common lounge area is a great place to swap travel stories. No rooftop restaurant or sea views but for the price range this hotel delivers solid value. Great base for exploring the city."
REV0048,HTL012,Golden Sands Resort,Bangalore,5,3.0,667,9077,592,375,11,1998,Yes,No,No,No,No,Seniors,3.1,4.7,3.5,4.5,Swimming Pool|Laundry|Room Service|Free Parking|Conference Rooms|Kids Club|Bicycle Rental|Rooftop Lounge|Gym,Golf Course,8.6,Siddharth Roy,3.3,2024-11-26,"Booked the honeymoon package and it was absolutely perfect. Private candlelit dinner on the rooftop with the ocean as our backdrop. The pool was heated and we had it to ourselves in the evening — the hotel staff set up floats and chilled wine for us. Rose petals in the room, champagne on arrival, and a surprise dessert plate on our anniversary night. The rooftop restaurant has a curated tasting menu that was one of the best meals of our lives. Service was discreet, warm, and deeply thoughtful."
REV0049,HTL012,Golden Sands Resort,Bangalore,5,3.0,667,9077,592,375,11,1998,Yes,No,No,No,No,Seniors,3.1,4.7,3.5,4.5,Swimming Pool|Laundry|Room Service|Free Parking|Conference Rooms|Kids Club|Bicycle Rental|Rooftop Lounge|Gym,Golf Course,8.6,Siddharth Roy,4.3,2024-08-05,"Stayed for a 5 day corporate conference. The conference facilities are excellent — high quality projectors, reliable gigabit Wi-Fi, and a dedicated business center with printing and scanning. The restaurant serves a solid breakfast buffet which is important for early morning meetings. The bar is a good spot for informal networking dinners. Rooms are soundproofed and quiet which I appreciate when working late. The pool was a great way to decompress after long sessions. Would book again for corporate events."
REV0050,HTL012,Golden Sands Resort,Bangalore,5,3.0,667,9077,592,375,11,1998,Yes,No,No,No,No,Seniors,3.1,4.7,3.5,4.5,Swimming Pool|Laundry|Room Service|Free Parking|Conference Rooms|Kids Club|Bicycle Rental|Rooftop Lounge|Gym,Golf Course,8.6,Neha Bansal,3.8,2024-07-19,The hotel sits right on the lake and every room has a water view. The restaurant is built on a jetty that extends over the lake — dining above still water with mountains reflected in it is a surreal experience. It is not a sea view but the lake view is arguably more beautiful and peaceful. The pool is positioned at the edge of the property with the lake just beyond it. Boat rides are available at sunrise which we highly recommend. Great for couples and nature lovers.
REV0051,HTL013,Silver Peaks Lodge,Mumbai,4,3.1,1941,7454,251,153,26,2005,Yes,No,No,No,No,Backpackers,4.5,4.7,3.1,3.2,Concierge|Pet Friendly|Swimming Pool|Rooftop Lounge,Shopping Mall,6.6,Vikram Singh,3.1,2024-08-22,Came here specifically for the rooftop sea view restaurant and it exceeded all expectations. The pool is right next to the open-air restaurant terrace so you get that incredible combination of swimming with ocean views and then dining with the same backdrop. The sunset from up there is one of the most beautiful things I have ever seen. Cocktails were creative and the chef curated a fresh catch menu daily. Perfect for couples and honeymooners.
REV0052,HTL013,Silver Peaks Lodge,Mumbai,4,3.1,1941,7454,251,153,26,2005,Yes,No,No,No,No,Backpackers,4.5,4.7,3.1,3.2,Concierge|Pet Friendly|Swimming Pool|Rooftop Lounge,Shopping Mall,6.6,Sneha Patel,3.9,2024-04-15,"The rooftop restaurant here is absolutely stunning. We had dinner with a full sea view — unobstructed horizon, the sound of waves, and a beautifully lit outdoor dining area. After dinner we took a dip in the rooftop infinity pool which literally overlooks the ocean. The pool and the restaurant are on the same floor so you can switch between dining and swimming effortlessly. Food quality was exceptional, especially the grilled seafood platter. Staff was very attentive. Would recommend this to anyone looking for a sea view dining experience."
REV0053,HTL013,Silver Peaks Lodge,Mumbai,4,3.1,1941,7454,251,153,26,2005,Yes,No,No,No,No,Backpackers,4.5,4.7,3.1,3.2,Concierge|Pet Friendly|Swimming Pool|Rooftop Lounge,Shopping Mall,6.6,Nikhil Joshi,4.4,2024-03-20,"Stayed for a 5 day corporate conference. The conference facilities are excellent — high quality projectors, reliable gigabit Wi-Fi, and a dedicated business center with printing and scanning. The restaurant serves a solid breakfast buffet which is important for early morning meetings. The bar is a good spot for informal networking dinners. Rooms are soundproofed and quiet which I appreciate when working late. The pool was a great way to decompress after long sessions. Would book again for corporate events."
REV0054,HTL013,Silver Peaks Lodge,Mumbai,4,3.1,1941,7454,251,153,26,2005,Yes,No,No,No,No,Backpackers,4.5,4.7,3.1,3.2,Concierge|Pet Friendly|Swimming Pool|Rooftop Lounge,Shopping Mall,6.6,Neha Bansal,4.9,2024-12-04,We had our family reunion here with 12 adults and 5 children. The hotel handled our group beautifully. Multiple dining options in the restaurant and poolside snack bar made feeding everyone effortless. The kids had a blast at the pool area which has slides and splash pads. Common areas are well-supervised. Evening cultural performances at the courtyard were a hit with both adults and kids. Rooms were clean and the buffet breakfast was elaborate and fresh.
REV0055,HTL013,Silver Peaks Lodge,Mumbai,4,3.1,1941,7454,251,153,26,2005,Yes,No,No,No,No,Backpackers,4.5,4.7,3.1,3.2,Concierge|Pet Friendly|Swimming Pool|Rooftop Lounge,Shopping Mall,6.6,Anjali Nair,4.9,2024-02-19,"Booked the honeymoon package and it was absolutely perfect. Private candlelit dinner on the rooftop with the ocean as our backdrop. The pool was heated and we had it to ourselves in the evening — the hotel staff set up floats and chilled wine for us. Rose petals in the room, champagne on arrival, and a surprise dessert plate on our anniversary night. The rooftop restaurant has a curated tasting menu that was one of the best meals of our lives. Service was discreet, warm, and deeply thoughtful."
REV0056,HTL014,The Grand Palace Goa,Goa,4,3.7,2978,7998,277,323,17,1991,Partially,No,Yes,Yes,No,Seniors,4.3,3.1,4.1,3.0,Laundry|Kids Club|Spa|Conference Rooms|Rooftop Lounge|Bicycle Rental|Gym,Golf Course,1.9,Karan Malhotra,3.6,2024-12-19,The most romantic hotel we have ever stayed at. The rooftop restaurant with its sea view and candle-lit tables is made for couples. The infinity pool right next to it means you can watch the stars from the water. Staff went out of their way to arrange a surprise sunset cruise for us. Room was elegantly designed with premium linen and a private balcony. This hotel understands romance at a deep level. Already planning to return for our next anniversary.
REV0057,HTL014,The Grand Palace Goa,Goa,4,3.7,2978,7998,277,323,17,1991,Partially,No,Yes,Yes,No,Seniors,4.3,3.1,4.1,3.0,Laundry|Kids Club|Spa|Conference Rooms|Rooftop Lounge|Bicycle Rental|Gym,Golf Course,1.9,Nikhil Joshi,3.3,2024-04-27,"Ideal hotel for business travel. Fast internet throughout the property including in all meeting rooms. The executive floor rooms have a dedicated work desk, ergonomic chair, and extra power outlets. The restaurant stays open late which is helpful after evening client dinners. Conference room setup was professional and the AV team was very responsive. Location is central to the business district. The pool and gym helped me maintain my routine during the work week."
REV0058,HTL014,The Grand Palace Goa,Goa,4,3.7,2978,7998,277,323,17,1991,Partially,No,Yes,Yes,No,Seniors,4.3,3.1,4.1,3.0,Laundry|Kids Club|Spa|Conference Rooms|Rooftop Lounge|Bicycle Rental|Gym,Golf Course,1.9,Amit Verma,3.2,2024-08-08,"Booked the honeymoon package and it was absolutely perfect. Private candlelit dinner on the rooftop with the ocean as our backdrop. The pool was heated and we had it to ourselves in the evening — the hotel staff set up floats and chilled wine for us. Rose petals in the room, champagne on arrival, and a surprise dessert plate on our anniversary night. The rooftop restaurant has a curated tasting menu that was one of the best meals of our lives. Service was discreet, warm, and deeply thoughtful."
REV0059,HTL014,The Grand Palace Goa,Goa,4,3.7,2978,7998,277,323,17,1991,Partially,No,Yes,Yes,No,Seniors,4.3,3.1,4.1,3.0,Laundry|Kids Club|Spa|Conference Rooms|Rooftop Lounge|Bicycle Rental|Gym,Golf Course,1.9,Karan Malhotra,3.9,2024-11-13,"No frills but everything you need. Clean rooms, functional pool, a simple restaurant with decent food. Staff was helpful with directions and local tips. Met a lot of solo travelers and backpackers here which made for a social atmosphere. The common lounge area is a great place to swap travel stories. No rooftop restaurant or sea views but for the price range this hotel delivers solid value. Great base for exploring the city."
REV0060,HTL014,The Grand Palace Goa,Goa,4,3.7,2978,7998,277,323,17,1991,Partially,No,Yes,Yes,No,Seniors,4.3,3.1,4.1,3.0,Laundry|Kids Club|Spa|Conference Rooms|Rooftop Lounge|Bicycle Rental|Gym,Golf Course,1.9,Arjun Reddy,2.6,2024-06-06,The hotel sits right on the lake and every room has a water view. The restaurant is built on a jetty that extends over the lake — dining above still water with mountains reflected in it is a surreal experience. It is not a sea view but the lake view is arguably more beautiful and peaceful. The pool is positioned at the edge of the property with the lake just beyond it. Boat rides are available at sunrise which we highly recommend. Great for couples and nature lovers.
REV0061,HTL015,The Hillside Manor,Udaipur,4,3.5,2491,10552,769,25,35,1997,Yes,Yes,No,No,Yes,Mixed,4.3,4.0,4.5,3.2,Conference Rooms|Concierge|Restaurant|Bar|Airport Shuttle,Zoo,3.8,Meera Pillai,4.3,2024-05-10,Woke up every morning to the sound of birds and the sight of mist rising off the lake. The open-air lakeside restaurant serves excellent local cuisine and the ambiance is very romantic. The pool overlooks the lake and you can see boats drifting past while you swim. The hotel is well-maintained and the staff was consistently helpful. Ideal for a peaceful escape from city life. One of the most beautiful properties we have stayed at in India.
REV0062,HTL015,The Hillside Manor,Udaipur,4,3.5,2491,10552,769,25,35,1997,Yes,Yes,No,No,Yes,Mixed,4.3,4.0,4.5,3.2,Conference Rooms|Concierge|Restaurant|Bar|Airport Shuttle,Zoo,3.8,Nikhil Joshi,3.1,2024-12-07,"This hotel is a true wellness sanctuary. The spa is the best I have experienced in India — highly skilled therapists, premium oils, and a beautifully designed treatment room with soft natural light. Post-spa the pool area is serene and rarely crowded. The restaurant serves a dedicated wellness menu with fresh juices, salads, and low-calorie options alongside regular meals. There is no rooftop restaurant but the ground floor dining area has large windows with a garden view. Ideal for anyone seeking rest and rejuvenation."
REV0063,HTL015,The Hillside Manor,Udaipur,4,3.5,2491,10552,769,25,35,1997,Yes,Yes,No,No,Yes,Mixed,4.3,4.0,4.5,3.2,Conference Rooms|Concierge|Restaurant|Bar|Airport Shuttle,Zoo,3.8,Arjun Reddy,2.8,2024-09-25,This heritage property is a beautifully restored 19th century mansion. Walking through the corridors feels like stepping back in time. The rooftop terrace overlooks a historic fort and the lake below — not a sea view but equally majestic. The restaurant serves traditional Rajasthani thali with authentic flavors that you simply cannot find in modern hotels. The courtyard pool surrounded by carved stone pillars is stunning. Every corner of this hotel is photogenic. Perfect for travelers who love history and culture.
REV0064,HTL015,The Hillside Manor,Udaipur,4,3.5,2491,10552,769,25,35,1997,Yes,Yes,No,No,Yes,Mixed,4.3,4.0,4.5,3.2,Conference Rooms|Concierge|Restaurant|Bar|Airport Shuttle,Zoo,3.8,Anjali Nair,3.0,2024-12-16,"No frills but everything you need. Clean rooms, functional pool, a simple restaurant with decent food. Staff was helpful with directions and local tips. Met a lot of solo travelers and backpackers here which made for a social atmosphere. The common lounge area is a great place to swap travel stories. No rooftop restaurant or sea views but for the price range this hotel delivers solid value. Great base for exploring the city."
